Disorder	1000	5000	10000
10.0	0.007699092292611021	0.007167538927351343	0.00862155648288558
10.5	0.004171334635216888	0.0035790013945027903	0.00602517176841893
11.0	0.0037145145351084414	0.002807469178469368	0.00251778758112216
11.5	0.0016408845945603172	0.0014802774359179735	0.001260459084552029
12.0	0.0006931063966282037	0.0007922004247991093	0.0004873566183373848
12.5	7.793051541956919e-05	0.0004144094528336292	0.000202296200106049
13.0	0.00017961609163785205	8.50279727950339e-05	7.394719510153335e-0
13.5	3.364045363794708e-06	4.882127829646782e-05	4.85513657035982e-0
14.0	6.673642817734575e-06	9.19820811407763e-06	6.189690584856201e-0
14.5	2.68704000251429e-06	1.1752157205906397e-06	4.785208719186164e-0
15.0	7.677400225133671e-31	9.250806717868311e-08	1.9455673069317547e-0
15.5	3.6233665226434556e-175	5.330729466594837e-08	1.628751530405527e-0
16.0	9.104142337289949e-301	2.235482313621082e-17	2.3110566638188506e-0
16.5	3.869501628953493e-301	3.0900327719162907e-168	1.356008623932647e-8
17.0	4.8559566262186694e-301	4.07392765654669e-301	1.099087702541825e-27
17.5	2.6280360571394567e-300	3.968711682484558e-301	5.101295783478167e-30
18.0	4.111954798033824e-301	3.2729171483336483e-301	4.3929934232446315e-30
18.5	2.7519951884210525e-301	2.9636572563370806e-301	3.14640690339766e-30
19.0	2.4109963306259315e-301	2.666744029154821e-301	2.902883288330766e-30
19.5	2.444152006719841e-301	2.297227996815304e-301	2.533368401102192e-30
20.0	1.9857318145949443e-301	2.0960816936827108e-301	2.0035520928642625e-30
20.5	1.9123054649900483e-301	2.100393484107097e-301	2.2454623829241677e-30
