1000
1000	5000	10000	10.0	0.007040238181073516	0.008155554614950282	0.00832344424805072
10.25	0.0058339815962830995	0.006335776417859255	0.00646318829070388
10.5	0.006642848240723891	0.004610427322221315	0.00569926453264652
10.75	0.003901566288368438	0.0037643995742396665	0.003854931640701674
11.0	0.003470350777972689	0.0027469229385703228	0.002842164528797550
11.25	0.0015597060920704642	0.0014337508410092255	0.002253038411184460
11.5	0.0015160295782647016	0.001163509986952665	0.001282847853291082
11.75	0.0006439493016561954	0.001035483247272495	0.001029135560980433
12.0	0.0004300271724232695	0.0011057828531738994	0.000616746549481206
12.25	0.0006796405501680975	0.00039271080525446077	0.000582204893455313
12.5	0.00029711522837168054	0.00014618838552304296	0.000304722486664016
12.75	0.00010380287419875326	0.00021577675172634568	0.0001752329041959626
13.0	5.729861790005778e-05	8.38512701780415e-05	0.000194727365430355
13.25	7.016564635203669e-05	6.926244449464845e-05	5.244993494257206e-0
13.5	3.1123923326978006e-05	7.159820990703552e-05	5.140573652720114e-0
13.75	7.908989981608808e-06	1.60093356122411e-05	2.2084343675511017e-0
14.0	3.614342921101303e-05	9.298024189006436e-06	7.3996800440350355e-0
14.25	1.1152325485662391e-07	6.188583111127371e-06	9.141012812390703e-0
14.5	6.390588113531952e-09	1.5328300885523517e-06	2.467886957773398e-0
14.75	2.4782723528769735e-11	1.9072052273699375e-07	1.1760375674358629e-0
15.0	3.8551172037487907e-19	1.1705772903565312e-08	3.534053319302548e-0
15.25	3.094155231000581e-167	6.880464016737589e-09	1.5177778461877018e-0
15.5	1.47816566230163e-286	1.569151271910692e-10	6.594300561832167e-0
15.75	5.276619367647806e-301	7.226264082278116e-08	1.2676445390963698e-0
16.0	1.2660650235554248e-300	2.226058656987444e-47	1.7237515038239603e-1
16.25	5.003696079996768e-301	1.3413054104931298e-207	1.1998520022136766e-5
16.5	3.7320058537167896e-301	1.866285588784354e-300	6.009480889079207e-16
16.75	5.279513397086217e-301	8.912309338221376e-301	6.893942195473298e-30
17.0	4.539733476386051e-301	4.86184598736004e-301	4.073289412071072e-30
17.25	4.158423788213161e-301	4.705574568642237e-301	4.582981004845563e-30
17.5	7.53151380455774e-301	3.5401811281613838e-301	7.3613395085859285e-30
17.75	6.3514446704479245e-301	3.5426440083649985e-301	4.384174437649185e-30
18.0	3.404383585399009e-301	3.706217782133277e-301	3.1728491971898516e-30
18.25	3.796137700685987e-301	3.396183946259988e-301	3.585815357400193e-30
18.5	3.090345201734036e-301	3.837058758365162e-301	2.780630991218184e-30
18.75	3.3269803934618346e-301	3.146011589823995e-301	3.11779908625717e-30
19.0	2.664906220783527e-301	3.1868740554353567e-301	3.0856962840110736e-30
19.25	3.3200339563546305e-301	3.3141316238502974e-301	2.4284132968760854e-30
19.5	2.9107599773720073e-301	2.3534138859350647e-301	2.3665191365289e-30
19.75	3.26351451329744e-301	2.2344675774058644e-301	2.369987285500646e-30
20.0	2.145027975327445e-301	2.431437577684428e-301	2.2375324951829397e-30
20.25	1.874613810718928e-301	2.226574210325452e-301	2.006067484308858e-30
20.5	1.5824615414459854e-301	1.8007366806596736e-301	1.8593779573430658e-30
20.75	1.7091483478711823e-301	1.8755328617366633e-301	1.9074744899231564e-30
